kode;urusankd;programkd;kode2;nama;level
"1.08.19.04";"1.08";"19";"04";"Penguatan jejaring informasi lingkungan pusat dan daerah";0
"1.08.19.05";"1.08";"19";"05";"Monitoring, evaluasi dan pelaporan";0
"1.08.19.06";"1.08";"19";"06";"Pelatihan Peningkatan SDM di Bidang Lingkungan Hidup";0
"1.08.19.07";"1.08";"19";"07";"Penyusunan Profil Badan Lingkungan Hidup";0
"1.08.19.08";"1.08";"19";"08";"Pemutakhiran Data Kegiatan/Industri Penghasilan Limbah";0
"1.08.19.09";"1.08";"19";"09";"Pengembangan Jaringan Website Informasi Lingkungan";0
"1.08.19.10";"1.08";"19";"10";"Penyusunan Status Lingkungan Hidup Daerah ( SLHD )";0
"1.08.19.11";"1.08";"19";"11";"Penyusunan Standar Pelayanan Minimal BLHD ";0
"1.08.19.12";"1.08";"19";"12";"Pelatihan Pemanfaatan Limbah Skala Rumah Tangga ";0
"1.08.19.13";"1.08";"19";"13";"Penyusunan Data Non Fisik Kota Sehat / Adipura";0
"1.08.20.01";"1.08";"20";"01";"Pengujian emisi kendaraan bermotor";0
"1.08.20.02";"1.08";"20";"02";"Pengujian emisi udara akibat aktivitas industri";0
"1.08.20.03";"1.08";"20";"03";"Pengujian kadar polusi limbah padat dan limbah cair";0
"1.08.20.04";"1.08";"20";"04";"Pembangunan tempat pembuangan benda padat/cair yang menimbulkan polusi";0
"1.08.20.05";"1.08";"20";"05";"Penyuluhan dan pengendalian polusi dan pencemaran";0
"1.08.20.06";"1.08";"20";"06";"Monitoring, evaluasi dan pelaporan";0
"1.08.20.07";"1.08";"20";"07";"Workshop Pengelolaan Limbah Industri";0
"1.08.20.08";"1.08";"20";"08";"Pengawasan dan Pengendalian Bahan Perusak Ozon (BPO)";0
"1.08.20.09";"1.08";"20";"09";"Peningkatan Pengawasan dan Pembinaan Pengelolaan Limbah Industri dan Non Industri/Komersial";0
"1.08.20.12";"1.08";"20";"12";"Proper Industri Skala Kabupaten";0
"1.08.20.13";"1.08";"20";"13";"Pemantauan Kualitas Lingkungan ";0
"1.08.20.14";"1.08";"20";"14";"Pengelolaan Laboratorium Lingkungan ";0
"1.08.20.15";"1.08";"20";"15";"Koordinasi Penyusunan AMDAL ";0
"1.08.20.16";"1.08";"20";"16";"Penanganan Kasus Pencemaran dan Perusahaan Lingkungan Hidup ";0
"1.08.20.17";"1.08";"20";"17";"Penyusunan DataBase Dokumen Lingkungan";0
"1.08.20.18";"1.08";"20";"18";"Pembinaan Pengumpul Limbah B3";0
"1.08.20.19";"1.08";"20";"19";"Pembentukan Komunitas Lingkungan";0
"1.08.20.20";"1.08";"20";"20";"Bimbingan Teknis Pengelolaan Limbah Cair dan Limbah B3";0
"1.08.20.21";"1.08";"20";"21";"DED Perencanaan Intermedate Transfer Facility (ITF)";0
"1.08.20.22";"1.08";"20";"22";"Study Management Pengelolaan Persampahan Pola 3R";0
"1.08.20.23";"1.08";"20";"23";"Bimbingan Teknis Peengelolaan Limbah Industri";0
"1.08.21.01";"1.08";"21";"01";"Pengembangan ekowisata dan jasa lingkungan di kawasan konservasi";0
"1.08.21.02";"1.08";"21";"02";"Pengembangan konservasi laut dan hutan wisata";0
"1.08.21.03";"1.08";"21";"03";"Monitoring, evaluasi dan pelaporan";0
"1.08.22.01";"1.08";"22";"01";"Pengadaan alat pemadam kebakaran hutan";0
"1.08.22.02";"1.08";"22";"02";"Pemetaan kawasan rawan kebakaran hutan";0
"1.08.22.03";"1.08";"22";"03";"Koordinasi pengendalian kebakaran hutan";0
"1.08.22.04";"1.08";"22";"04";"Penyusunan norma, standar, prosedur dan manual pengendalian kebakaran hutan";0
"1.08.22.05";"1.08";"22";"05";"Sosialisasi kebijakan pencegahan kebakaran hutan";0
"1.08.22.06";"1.08";"22";"06";"Monitoring, evaluasi dan pelaporan";0
"1.08.23.01";"1.08";"23";"01";"Pengelolaan dan rehabilitasi ekosistem pesisir dan laut";0
"1.08.23.02";"1.08";"23";"02";"Pengembangan sistem manajemen pengelolaan pesisir laut";0
"1.08.23.10";"1.08";"23";"10";"Kajian Identifikasi dan Penenggulangan Kerusakan / Abrasi Pantai";0
"1.08.24.";"1.08";"24";;;0
"1.08.24.01";"1.08";"24";"01";"Penyusunan kebijakan, norma,standard prosedur dan manual pengelolaan RTH";0
"1.08.24.02";"1.08";"24";"02";"Sosialisasi kebijakan, norma, standard, prosedur dan manual pengelolaan RTH";0
"1.08.24.03";"1.08";"24";"03";"Penyusunan dan analisis data/informasi pengelolaan RTH";0
"1.08.24.04";"1.08";"24";"04";"Penyusunan program pengembahan RTH";0
"1.08.24.05";"1.08";"24";"05";"Penataan RTH";0
"1.08.24.06";"1.08";"24";"06";"Pemeliharaan RTH";0
"1.08.24.07";"1.08";"24";"07";"Pengembangan taman rekreasi";0
"1.08.24.08";"1.08";"24";"08";"Pengawasan dan pengendalian RTH";0
"1.08.24.09";"1.08";"24";"09";"Peningkatan peran serta masyarakat dalam pengelolaan RTH";0
"1.08.24.10";"1.08";"24";"10";"Monitoring dan evaluasi";0
"1.08.24.11";"1.08";"24";"11";"Pengadaan Alat-Alat Pengelolaan Pertamanan";0
"1.08.24.13";"1.08";"24";"13";"Perancangan Desain Taman";0
"1.08.24.14";"1.08";"24";"14";"Study Kerjasama Pengelolaan Taman dengan Pihak Ke Tiga";0
"1.08.24.15";"1.08";"24";"15";"Biaya Operasional Pengendaliaan Reklame";0
"1.08.24.16";"1.08";"24";"16";"Peningkatan Operasional Pemeliharaan RTH";0
"1.08.24.17";"1.08";"24";"17";"Rencana Induk Ruang Terbuka Hijau";0
"1.08.24.18";"1.08";"24";"18";"Panduan Perencanaan Ruang Komersial Kabupaten Tangerang";0
"1.08.24.19";"1.08";"24";"19";"Pendataan Ruang Terbuka Hijau";0
"1.08.24.20";"1.08";"24";"20";"Penanaman Modal Bantaran Sungai Cidurian Desa Sukamani Kec. Balaraja";0
"1.08.24.21";"1.08";"24";"21";"DED Gapura Selamat  Datang di  Pusat Pemerintahan Kabupaten Tangerang";0
"1.08.24.22";"1.08";"24";"22";"Pengadaan Kendaraan Sepeda Motor Bergerobak";0
"1.08.24.23";"1.08";"24";"23";"Peningkatan Sarana dan Parasarana Fasos Fasum Pasar Kota Bumi";0
"1.08.24.24";"1.08";"24";"24";"Penataan Taman Di Pusdiklat Kabupaten Tangerang";0
"1.08.24.25";"1.08";"24";"25";"Monitouring dan Evaluasi Reklame";0
"1.08.24.26";"1.08";"24";"26";"Penanaman Pohon Pelindung Di Ds.Suradita Kecamatan Cisauk";0
"1.08.24.27";"1.08";"24";"27";"Pemagaran Area Aspirasi Depan Ged. DPRD Kab. Tangerang";0
"1.08.24.28";"1.08";"24";"28";"Pemagaran Sekitar kantor Bappeda - Inspektorat Kab. Tangerang";0
"1.08.24.29";"1.08";"24";"29";"Pemagaran Lahan Parkir Depan Ged. DPRD Kab. Tangerang";0
"1.08.24.30";"1.08";"24";"30";"Pemagaran Sekitar Danau Tigaraksa";0
"1.08.24.31";"1.08";"24";"31";"Pemagaran Sekitar Ged. DPRD - Ged. Serba Guna (GSG) Kab. Tangerang";0
"1.08.24.32";"1.08";"24";"32";"Penanaman Pohon Pelindung di Lahan Parkir Depan Ged. DPRD Kab. Tangerang";0
"1.08.24.33";"1.08";"24";"33";"Penyusunan DED Taman Aspirasi dan Welcome Park di Lingkup Puspem Kabupaten Tangerang";0
"1.08.24.34";"1.08";"24";"34";"Penanaman Pohon Pelindung disekitar Kantor Bappeda, Inspektorat dan SETWAN";0
"1.08.24.35";"1.08";"24";"35";"Penataan Taman di Pedestrian Jalan (dari Ged. Setda menuju Masjid Al-Amjad) ";0
"1.08.24.36";"1.08";"24";"36";"Penataan Taman di Welcome Park PUSPEMKAB Tangerang";0
"1.08.24.37";"1.08";"24";"37";"Penanaman Pohon Pelindung di Lingkar Luar PUSPEMKAB Tangerang";0
"1.08.24.38";"1.08";"24";"38";"Penanaman Pohon Pelindung sekitar Danau";0
"1.08.24.39";"1.08";"24";"39";"Penanaman Pohon Pelindung di Lingkup PUSPEMKAB";0
"1.08.24.40";"1.08";"24";"40";"Pembuatan Sumur Resapan";0
"1.08.24.41";"1.08";"24";"41";"Pemantauan Air Bawah Tanah";0
"1.08.24.42";"1.08";"24";"42";"Biaya Pemeliharaan Pohon di Lahan Kritis";0
"1.08.24.43";"1.08";"24";"43";"Gerakan Penanaman pohon";0
"1.08.24.44";"1.08";"24";"44";"Pembangunan Taman Makam";0
"1.08.24.45";"1.08";"24";"45";"Penanaman Pohon Pelindung di Jl. Raya Cadas - Sepatan - Mauk";0
"1.08.24.46";"1.08";"24";"46";"Penanaman Pohon di Lahan Kritis";0
"1.08.24.47";"1.08";"24";"47";"Pembangunan Lansekap Pusat Pemerintahan Kabupaten Tangerang";0
"1.08.24.48";"1.08";"24";"48";"DED Lansekap Situ di Kawasan Pusat Pemerintahan Kabupaten Tangerang";0
"1.08.24.49";"1.08";"24";"49";"Pendataan dan Pengawasan Fisik Reklame";0
"1.08.24.50";"1.08";"24";"50";"Penyusunan Rancangan Peraturan Bupati";0
"1.08.24.52";"1.08";"24";"52";"Pengadaan Kendaraan Dinas/Operasional Reklame dan Pertamanan";0
"1.08.24.60";"1.08";"24";"60";"Identifikasi RTH di Kabupaten Tangerang";0
"1.08.24.61";"1.08";"24";"61";"Penghijauan di Lokasi Ruang Terbuka Hijau";0
"1.08.24.62";"1.08";"24";"62";"Konservasi dan Rehabilitasi Ruang Terbuka Hijau";0
"1.08.24.70";"1.08";"24";"70";"Pengadaan Mobil Tangki Penyiraman Hutan Kota";0
"1.08.24.71";"1.08";"24";"71";"Pemeliharaan dan Penataan Hutan Kota";0
"1.08.24.80";"1.08";"24";"80";"Penanaman Pohon d Sepadan Jalan";0
"1.08.25.01";"1.08";"25";"01";"Pendataan Ijin Reklame";0
"1.08.25.02";"1.08";"25";"02";"Pendataan Penerangan Jalan Umum (PJU)";0
"1.08.25.03";"1.08";"25";"03";"Pemeliharaan Penerangan Jalan Umum (PJU)";0
"1.08.26.01";"1.08";"26";"01";"Pendataan Rumah Duka, Krematorium";0
"1.08.26.02";"1.08";"26";"02";"Pendataan Taman Pemakaman Umum (TPU)";0
"1.08.26.03";"1.08";"26";"03";"Koordinasi Penanganan Pemakaman Gelandangan/Orang Tak Dikenal";0
"1.08.26.04";"1.08";"26";"04";"Pembangunan kantor TPU Radar Kec. Psr Kemis";0
"1.08.26.05";"1.08";"26";"05";"Fasilitasi pengadaan peralatan pemakaman";0
"1.08.26.06";"1.08";"26";"06";"Pelatihan bagi para petugas pemulasaran jenazah";0
"1.08.26.07";"1.08";"26";"07";"Verivikasi Penyerahan Lahan TPU";0
"1.08.26.08";"1.08";"26";"08";"Supervisi Penyediaan Lahan TPU";0
"1.09.15.01";"1.09";"15";"01";"Penyusunan sistem pendaftaran tanah";0
"1.09.15.02";"1.09";"15";"02";"Sosialisasi sistem pendaftaran tanah";0
"1.09.15.03";"1.09";"15";"03";"Sosialisasi tata cara pengadaan tanah";0
"1.09.15.04";"1.09";"15";"04";"Bimbingan Teknis Pengadaan Tanah Bagi Pembangunan Untuk Kepentingan Umum";0
"1.09.16.01";"1.09";"16";"01";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah";0
"1.09.16.02";"1.09";"16";"02";"Penyuluhan hukum pertanahan";0
"1.09.16.03";"1.09";"16";"03";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Ciputat";0
"1.09.16.04";"1.09";"16";"04";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Ciputat Timur";0
"1.09.16.05";"1.09";"16";"05";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Pamulang";0
"1.09.16.06";"1.09";"16";"06";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Pondok Aren";0
"1.09.16.07";"1.09";"16";"07";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Serpong";0
"1.09.16.08";"1.09";"16";"08";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Serpong Utara";0
"1.09.16.09";"1.09";"16";"09";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Cisauk";0
"1.09.16.10";"1.09";"16";"10";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan setu";0
"1.09.16.11";"1.09";"16";"11";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Pagedangan";0
"1.09.16.12";"1.09";"16";"12";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Legok";0
"1.09.16.13";"1.09";"16";"13";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Curug";0
"1.09.16.14";"1.09";"16";"14";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Kelapa Dua";0
"1.09.16.15";"1.09";"16";"15";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Cikupa";0
"1.09.16.16";"1.09";"16";"16";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Panongan";0
"1.09.16.17";"1.09";"16";"17";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Balaraja";0
"1.09.16.18";"1.09";"16";"18";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Sukamulya";0
"1.09.16.19";"1.09";"16";"19";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Kronjo";0
"1.09.16.20";"1.09";"16";"20";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Mekar Baru";0
"1.09.16.21";"1.09";"16";"21";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Kresek";0
"1.09.16.22";"1.09";"16";"22";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Gunung kaler";0
"1.09.16.23";"1.09";"16";"23";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Tigaraksa";0
"1.09.16.24";"1.09";"16";"24";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Jambe";0
"1.09.16.25";"1.09";"16";"25";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Cisoka";0
"1.09.16.26";"1.09";"16";"26";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Solear";0
"1.09.16.27";"1.09";"16";"27";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Jayanti";0
"1.09.16.28";"1.09";"16";"28";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Pasar Kemis";0
"1.09.16.29";"1.09";"16";"29";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Sindang Jaya";0
"1.09.16.30";"1.09";"16";"30";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Rajeg";0
"1.09.16.31";"1.09";"16";"31";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Sepatan ";0
"1.09.16.32";"1.09";"16";"32";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Sepatan Timur ";0
"1.09.16.33";"1.09";"16";"33";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Mauk";0
"1.09.16.34";"1.09";"16";"34";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Kemiri";0
"1.09.16.35";"1.09";"16";"35";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Sukadiri";0
"1.09.16.36";"1.09";"16";"36";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Teluk Naga";0
"1.09.16.37";"1.09";"16";"37";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Kosambi";0
"1.09.16.38";"1.09";"16";"38";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Pakuhaji";0
"1.09.16.39";"1.09";"16";"39";"Penaksiran Harga Dasar Atas Tanah";0
"1.09.16.40";"1.09";"16";"40";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Kecamatan Pakuhaji";0
"1.09.16.41";"1.09";"16";"41";"Penataan penguasaan, pemilikan , penggunaan dan pemanfaatan tanah Desa/Kelurahan";0
"1.09.16.42";"1.09";"16";"42";"Survey Lokasi Pengadaan Tanah";0
"1.09.16.43";"1.09";"16";"43";"Fasilitasi Pengadaan Tanah Bagi Pembangunan Untuk Kepentingan Umum yang Dilakukan Secara Langsung di Kabupaten Tangerang";0
"1.09.16.44";"1.09";"16";"44";"Telaahan Teknis terhadap Lahan yang Akan Dibebaskan";0
"1.09.17.01";"1.09";"17";"01";"Fasilitasi penyelesaian konflik-konflik pertanahan";0
"1.09.17.02";"1.09";"17";"02";"Fasilitasi Penyelesaian Sengketa Tanah Pemerintah DI Tingkat Desa";0
"1.09.17.03";"1.09";"17";"03";"Inventarisasi Tanah Sengketa Milik Pemerintah Daerah";0
"1.09.17.04";"1.09";"17";"04";"Sosialiasi Pengadaan Tanah Milik Pemerintah Daerah";0
"1.09.17.05";"1.09";"17";"05";"Pengamanan Tanah Milik Pemerintah Daerah";0
"1.09.18.01";"1.09";"18";"01";"Penyusunan sistem informasi pertanahan yang handal";0
"1.09.18.02";"1.09";"18";"02";"Pendataan Database Pertanahan";0
"1.10.15.01";"1.10";"15";"01";"Pembangunan dan Pengoperasian SIAK secara terpadu";0
"1.10.15.02";"1.10";"15";"02";"Pelatihan tenaga pengelola SIAK";0
"1.10.15.03";"1.10";"15";"03";"Implementasi Sistem Administrasi Kependudukan (membangun, updating, dan pemeliharaan)";0
"1.10.15.04";"1.10";"15";"04";"Pembentukan dan Penataan Sistem Koneksi (Inter-Phase Tahap Awal) NIK";0
"1.10.15.05";"1.10";"15";"05";"Koordinasi pelaksanaan kebijakan Kependudukan";0
"1.10.15.06";"1.10";"15";"06";"Pengolahan dalam penyusunan laporan informasi kependudukan";0
"1.10.15.07";"1.10";"15";"07";"Penyediaan informasi yang dapat diakses masyarakat";0
"1.10.15.08";"1.10";"15";"08";"Peningkatan pelayanan publik dalam bidang kependudukan";0
"1.10.15.09";"1.10";"15";"09";"Pengembangan data base kependudukan";0
"1.10.15.10";"1.10";"15";"10";"Penyusunan kebijakan kependudukan";0
"1.10.15.11";"1.10";"15";"11";"Peningkatan kapasitas aparat kependudukan dan catatan sipil";0
"1.10.15.12";"1.10";"15";"12";"Sosialisasi kebijakan kependudukan";0
"1.10.15.13";"1.10";"15";"13";"Peningkatan kapasitas kelembagaan kependudukan";0
"1.10.15.14";"1.10";"15";"14";"Monitoring, evaluasi dan pelaporan";0
"1.10.15.15";"1.10";"15";"15";"Pengolahan Data dan Informasi Kependudukan di Kecamatan";0
"1.10.15.16";"1.10";"15";"16";"Pembinaan Administrasi Kependudukan dan Pencatatan Sipil Kelurahan/Desa";0
"1.10.15.17";"1.10";"15";"17";"Fasilitasi Penyuluhan Administrasi Kependudukan";0
"1.10.15.18";"1.10";"15";"18";"Fasilitasi Pelayanan Operasi Yustisi";0
"1.10.15.19";"1.10";"15";"19";"Fasilitasi Penyuluhan Administrasi Catatan Sipil";0
"1.10.15.20";"1.10";"15";"20";"Penyusunan Peraturan Bupati tentang Kependudukan";0
"1.10.15.21";"1.10";"15";"21";"Penyimpanan dan Penataan Dokumen Akta Catatan Sipil";0
"1.10.15.22";"1.10";"15";"22";"Sosialisasi Penerapan e-KTP kepada Aparat Masyarakat";0
"1.10.15.23";"1.10";"15";"23";"Akuratisasi Database Kependudukan";0
"1.10.15.24";"1.10";"15";"24";"Pelatihan Tenaga Operasional Tenaga e-KTP";0
"1.10.15.25";"1.10";"15";"25";"Pelaksanaan E-KTP";0
"1.10.15.26";"1.10";"15";"26";"Fasilitasi Pengawasan Orang Asing";0
"1.10.15.27";"1.10";"15";"27";"Fasilitasi Penerbitan Akta Pencatatan Sipil";0
"1.11.15.01";"1.11";"15";"01";"Perumusan kebijakan peningkatan kualitas hidup perempuan di bidang ilmu pengetahuan dan teknologi";0
"1.11.15.02";"1.11";"15";"02";"Perumusan kebijakan peningkatan peran dan posisi perempuan di bidang politik dan jabatan publik";0
"1.11.15.03";"1.11";"15";"03";"Pelaksanaan sosialisasi yang terkait dengan kesetaraan gender, pemberdayaan perempuan dan perlindungan anak";0
"1.11.15.04";"1.11";"15";"04";"Monitoring, evaluasi dan pelaporan";0
"1.11.16.01";"1.11";"16";"01";"Advokasi dan fasilitasi PUG bagi perempuan";0
"1.11.16.02";"1.11";"16";"02";"Fasilitasi pengembangan pusat pelayanan terpadu pemberdayaan perempuan (P2TP2)";0
"1.11.16.03";"1.11";"16";"03";"Pemetaan potensi organisasi dan lembaga masyarakat yang berperan dalam pemberdayaan perempuan dan anak";0
"1.11.16.04";"1.11";"16";"04";"Pengembangan materi dan pelaksanaan KIE tentang kesetaraan dan keadilan gender (KKG)";0
"1.11.16.05";"1.11";"16";"05";"Penguatan kelembagaan pengarusutamaan gender dan anak";0
"1.11.16.06";"1.11";"16";"06";"Peningkatan kapasitas dan jaringan kelembagaan pemberdayaan perempuan dan anak";0
"1.11.16.07";"1.11";"16";"07";"Evaluasi pelaksanaan PUG";0
"1.11.16.08";"1.11";"16";"08";"Pengembangan sistem informasi Gender dan Anak";0
"1.11.16.09";"1.11";"16";"09";"Monitoring, evaluasi dan pelaporan";0
"1.11.17.01";"1.11";"17";"01";"Pelaksanaan kebijakan perlindungan perempuan di daerah";0
"1.11.17.02";"1.11";"17";"02";"Pelatihan bagi pelatih (TOT) SDM pelayanan dan pendampingan korban KDRT";0
"1.11.17.03";"1.11";"17";"03";"Penyusunan sistem perlindungan bagi perempuan";0
"1.11.17.04";"1.11";"17";"04";"Sosialisasi dan advokasi kebijakan penghapusan buta aksara perempuan (PBAP)";0
"1.11.17.05";"1.11";"17";"05";"Sosialisasi dan advokasi kebijakan perlindungan tenaga kerja perempuan";0
"1.11.17.06";"1.11";"17";"06";"Sosialisasi sistem pencatatan dan pelaporan KDRT";0
"1.11.17.07";"1.11";"17";"07";"Penyusunan profil perlindungan perempuan lansia dan cacat";0
"1.11.17.08";"1.11";"17";"08";"Fasilitasi upaya perlindungan perempuan terhadap tindak kekerasan";0
"1.11.17.09";"1.11";"17";"09";"Monitoring, evaluasi dan pelaporan";0
"1.11.18.01";"1.11";"18";"01";"Kegiatan pembinaan organisasi perempuan";0
"1.11.18.02";"1.11";"18";"02";"Kegiatan pendidikan dan pelatihan peningkatan peran serta dan kesetaraan jender";0
"1.11.18.03";"1.11";"18";"03";"Kegiatan penyuluhan bagi ibu rumah tangga dalam membangun keluarga sejahtera";0
"1.11.18.04";"1.11";"18";"04";"Kegiatan bimbingan manajemen usaha bagi perempuan dalam mengelola usaha";0
"1.11.18.05";"1.11";"18";"05";"Kegiatan pameran hasil karya perempuan di bidang pembangunan";0
"1.11.18.06";"1.11";"18";"06";"Monitoring, evaluasi dan pelaporan";0
"1.11.19.01";"1.11";"19";"01";"Workshop peningkatan peran perempuan dalam pengambilan keputusan";0
"1.11.19.02";"1.11";"19";"02";"Pemberdayaan lembaga yang berbasis gender";0
"1.12.15.01";"1.12";"15";"01";"Penyediaan Pelayanan KB dan Alat Kontrasepsi bagi Keluarga Miskin";0
"1.12.15.02";"1.12";"15";"02";"Pelayanan KIE";0
"1.12.15.03";"1.12";"15";"03";"Peningkatan Perlindungan Hak Reproduksi Individu";0
"1.12.15.04";"1.12";"15";"04";"Promosi Pelayanan Khiba";0
"1.12.15.05";"1.12";"15";"05";"Pembinaan Keluarga Berencana";0
"1.12.15.06";"1.12";"15";"06";"Pengadaan sarana mobilitas tim KB keliling";0
"1.12.15.07";"1.12";"15";"07";"Pemutahiran Data Keluarga Pra S, KS I dan KS II";0
"1.12.15.08";"1.12";"15";"08";"Monitoring dan Pengedalian Program Keluarga Berencana";0
"1.12.15.09";"1.12";"15";"09";"Fasilitasi Pertemuan Posko KB Desa dan IMP";0
"1.12.15.10";"1.12";"15";"10";"Koordinasi Pelaksanaan KB Tingkat Kecamatan";0
"1.12.15.11";"1.12";"15";"11";"Fasilitasi Pendataan PUS, Pentahapan Keluarga dan Keluarga Miskin";0
"1.12.15.12";"1.12";"15";"12";"Fasilitasi Penyuluhan Administrasi Keluarga Berencana";0
"1.12.15.13";"1.12";"15";"13";"Monitoring dan Pengendalian Program Keluarga Berencana";0
"1.12.15.14";"1.12";"15";"14";"Fasilitasi Pelayanan Alat Kontrasepsi";0
"1.12.15.15";"1.12";"15";"15";"Pemberdayaan Keluarga Prasejahtera";0
